SerialNumber,y_debt,PC1_score_raw,PC1_score_oriented,PC2_score_raw,PC2_score_oriented,PC3_score_raw,PC3_score_oriented,PC4_score_raw,PC4_score_oriented
149,1,11.33620207965468,11.33620207965468,5.3247549550896425,-5.3247549550896425,1.1151831239136112,-1.1151831239136112,-0.33460414471417477,0.33460414471417477
150,0,-3.0902395821096125,-3.0902395821096125,-2.2392501580234647,2.2392501580234647,5.212574737837479,-5.212574737837479,0.13410787592522316,-0.13410787592522316
151,0,-2.7690140905937297,-2.7690140905937297,-1.5442215219717208,1.5442215219717208,2.8149672619251445,-2.8149672619251445,0.7129545984732761,-0.7129545984732761
152,0,-3.2130785741582883,-3.2130785741582883,0.816147450626043,-0.816147450626043,-9.36724364121916,9.36724364121916,-0.6462477580781786,0.6462477580781786
153,0,-2.9291864716731886,-2.9291864716731886,2.527680978734726,-2.527680978734726,3.585181259040934,-3.585181259040934,0.8859235871488306,-0.8859235871488306
154,0,0.6442422376509629,0.6442422376509629,-0.5272105252593274,0.5272105252593274,2.130742002761759,-2.130742002761759,-4.0841813632129504,4.0841813632129504
155,0,-0.06548995567456409,-0.06548995567456409,-3.57866511864243,3.57866511864243,-3.5396633870878924,3.5396633870878924,-6.264423171218472,6.264423171218472
156,0,6.615900073661402,6.615900073661402,-0.09831137993693942,0.09831137993693942,3.8447546591494097,-3.8447546591494097,-1.1708893309019466,1.1708893309019466
158,0,0.27698520753779116,0.27698520753779116,-3.6730289888223253,3.6730289888223253,-1.9491562724666118,1.9491562724666118,-6.571868725693783,6.571868725693783
159,0,-3.425233387399462,-3.425233387399462,-3.6689891197942273,3.6689891197942273,-3.6301705929762202,3.6301705929762202,-1.1866248885535577,1.1866248885535577
160,1,-7.611086568712927,-7.611086568712927,1.7382507166686427,-1.7382507166686427,-5.507133632824433,5.507133632824433,-0.6581852713451373,0.6581852713451373
161,1,-7.5717380153502845,-7.5717380153502845,2.038370371516244,-2.038370371516244,-4.022151684740912,4.022151684740912,-0.9085710667124074,0.9085710667124074
163,0,1.676347555517277,1.676347555517277,6.567017212992054,-6.567017212992054,-0.6706106973481959,0.6706106973481959,-0.22976528195499682,0.22976528195499682
164,0,-2.6518236361773124,-2.6518236361773124,5.370914187353196,-5.370914187353196,2.8198447884310514,-2.8198447884310514,2.2897504070277233,-2.2897504070277233
165,0,0.5150280416225689,0.5150280416225689,-3.248400619863598,3.248400619863598,-3.4447664466138868,3.4447664466138868,-8.353538766581098,8.353538766581098
166,0,-5.968105047601591,-5.968105047601591,2.437003239660701,-2.437003239660701,3.648378333702288,-3.648378333702288,2.3486714477006605,-2.3486714477006605
167,0,-1.2550660802248523,-1.2550660802248523,4.646921966368414,-4.646921966368414,0.08765614313344486,-0.08765614313344486,3.173367349813841,-3.173367349813841
168,0,-8.431192140311317,-8.431192140311317,2.050049977510783,-2.050049977510783,-2.853009279015854,2.853009279015854,-1.284990132780501,1.284990132780501
169,0,-5.21633885495727,-5.21633885495727,1.1508021232644232,-1.1508021232644232,5.022109425507797,-5.022109425507797,4.341919042895557,-4.341919042895557
170,0,-7.781094395459444,-7.781094395459444,0.9815562727794364,-0.9815562727794364,-2.1996119574579884,2.1996119574579884,-2.1705325812581258,2.1705325812581258
171,0,-4.368412865597157,-4.368412865597157,3.0585474227590295,-3.0585474227590295,3.390213055205354,-3.390213055205354,2.3784805587292235,-2.3784805587292235
172,1,3.563848643341581,3.563848643341581,-0.3148217583634347,0.3148217583634347,2.2655028882278216,-2.2655028882278216,-3.7606500046066245,3.7606500046066245
173,1,-1.4642565697346042,-1.4642565697346042,2.087285722836681,-2.087285722836681,-5.765631562026523,5.765631562026523,6.283476823213063,-6.283476823213063
174,1,-2.081838903328017,-2.081838903328017,-1.6283199308202478,1.6283199308202478,2.32586732797181,-2.32586732797181,1.3309207273433195,-1.3309207273433195
175,0,-1.2397950832616418,-1.2397950832616418,-1.8433706265032523,1.8433706265032523,3.9260430744615076,-3.9260430744615076,0.6988749388155671,-0.6988749388155671
176,0,0.4287740629430168,0.4287740629430168,-3.7307424836603764,3.7307424836603764,0.3697058402678886,-0.3697058402678886,2.290224725901799,-2.290224725901799
177,0,2.2569011175188485,2.2569011175188485,0.14591086623570862,-0.14591086623570862,4.949876567534553,-4.949876567534553,-2.8814872855368794,2.8814872855368794
178,0,-0.23698007965967272,-0.23698007965967272,1.4122982125404524,-1.4122982125404524,2.2130066561440507,-2.2130066561440507,-0.4516134695351556,0.4516134695351556
179,1,-5.533235560754377,-5.533235560754377,-1.094057386633253,1.094057386633253,-3.5337761580711393,3.5337761580711393,-2.7454637891892024,2.7454637891892024
180,0,0.06230537634902819,0.06230537634902819,4.541754699679341,-4.541754699679341,0.346688805887097,-0.346688805887097,0.20927727358687725,-0.20927727358687725
181,0,1.6720549549396004,1.6720549549396004,10.79035274308254,-10.79035274308254,-0.6420219204184918,0.6420219204184918,1.0925217824489757,-1.0925217824489757
